Date,RSI,AROOND_14,AROONU_14,AROONOSC_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,ADX_14,DMP_14,DMN_14,Prediction
2025-07-14 00:00:00-04:00,0.8678961166166291,0.0,0.1428571428571429,0.1428571428571429,0.5595876555115717,-0.09397845616983364,0.7502903360011064,0.5092126429445394,0.591826468611938,0.4563479823577819,0.008025162
