Date,RSI,AROOND_14,AROONU_14,AROONOSC_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,ADX_14,DMP_14,DMN_14,Prediction
2023-08-03 00:00:00-04:00,0.5970449891425091,0.2857142857142857,0.0,-0.2857142857142857,-0.25252727030365135,-0.33672052046250833,-0.14070514486307573,0.6013773966051843,0.47599130042168275,0.9896162239532275,3.2136393
2023-08-11 00:00:00-04:00,0.5492407473402253,1.0,0.3571428571428571,-0.6428571428571429,-0.48076499240164094,-0.48913694975923755,-0.3803369494340844,0.6311625908876342,0.4728272114712478,0.9102587561529616,
